CONTEXT,ID,TEXT
news:CRIMINAL_ACTIVITY,A Criminal's Safe Haven,범죄자의 피난처
news:CRIMINAL_ACTIVITY,Arstotzka Earns Dubious Reputation,아스토츠카가 좋지 못한 평판을 얻다
news:LOSING_GUARDS,Ministries Fight Over Staff,직원들과 내각의 갈등
news:LOSING_GUARDS,"Qualified Guards, Soldiers In Demand",검증받은 경비원과 군인들이 필요해
news:LOSING_GUARDS,"Consolidation, Reassignment At Border","검문소 직원, 통합 및 재발령"
news:LOSING_GUARDS,Still Safe With Smaller Detail?,불안에 떨지 않아도 되는가?
news:RUNNER_AFTER_TRANQ,Grestin Incident Highlights Security Risks,"그레스틴 사태, 보안 위기를 강조하다"
news:RUNNER_AFTER_TRANQ,Further Breaches Predicted,또다른 테러 행위가 예상돼
news:BIKE_ATTACK,Daring Bike Attack At Grestin Checkpoint!,그레스틴 검문소에서 오토바이 테러가 감행되다!
news:BIKE_ATTACK,Extremists Growing Bolder - Grestin Like Magnet,"점점 더 대담해지는 과격론자들, 그레스틴은 자석이라도 되는가."
news:BORDER_TARGETED,Can The Wall Hold?,장벽은 지켜질 수 있는가?
news:BORDER_TARGETED,Border Safety Continually Questioned,국경의 안전에 대한 의문이 계속 떠오르다
news:BIKERUNNER_NEWS,Coordinated Border Breach!,계획적인 국경 공격!
news:BIKERUNNER_NEWS,Unknown Assailants Swamp Security,신원 미상의 공격자들에게 공격받은 경비대
news:NOSY_JOURNALIST_APPROVED,Arstotzka's Frail Border,아스토츠카의 있으나마나한 국경
news:NOSY_JOURNALIST_APPROVED,United Fed Reporter Exposes Lax Protocols,"연합 연방국 기자, 느슨한 검문을 폭로하다"
news:NOSY_JOURNALIST_DENIED,Arstotzka's Iron Border,아스토츠카의 철통 국경
news:NOSY_JOURNALIST_DENIED,Int. Media Reveals Entry Visa Bias,"국제 언론회, 편향된 입국 비자 발급을 폭로하다"
news:IDSUPPLEMENT_INTRO,Another Bomber Slips Through!,또다른 폭파범이 국경을 넘어오다!
news:IDSUPPLEMENT_INTRO,Immigrant Screening Falls Short,입국 심사가 치밀하지 못해
news:IDSUPPLEMENT_INTRO,M.O.A. Gets New Director,국경 관리성에 새로운 감독관이 들어서다
news:IDSUPPLEMENT_INTRO,Stricter Protocols Promised at Border,국경 지역에 엄격한 감사가 예정되어
news:WHISTLEBLOWER_SETUP0,Antegria Domestic Spying Exposed!,안테그리아 첩자 활동의 행적이 드러나다!
news:WHISTLEBLOWER_SETUP0,Whistleblower On The Run,"내부 고발자, 도주 중"
news:WHISTLEBLOWER_SETUP1,Antegrian Whistleblower Denied Asylum In Republia,"안테그리아 내부 고발자, 리퍼블리아로의 망명을 거절당하다"
news:WHISTLEBLOWER_SETUP2,Antegrian Whistleblower Turned Away From United Fed,"안테그리아 내부 고발자, 연합 연방국에 등을 돌리다"
news:WHISTLEBLOWER_COMING,Antegrian Whistleblower Accepted By Arstotzka,"안테그리아 내부 고발자, 아스토츠카로 망명하다"
news:WHISTLEBLOWER_COMING,Move Risks Angering Neighbors,주변국의 분노를 무릅쓴 조치
news:WHISTLEBLOWER_IN,Antegrian Whistleblower Arrives - Disappears Immediately,"안테그리아 내부고발자, 도착 직후 행방이 묘연"
news:WHISTLEBLOWER_OUT,Antegrian Whistleblower Turned Away - Whereabouts Unknown,안테그리아 내부고발자가 실종되다 - 소재불명
news:IMPOR_UNHAPPY,Impor Protests Unbalanced Trade Restrictions,"임포르, 불공평한 무역 제재에 항의하다"
news:IMPOR_UNHAPPY,Claims Arstotzka Unfairly Taxes Imporian Goods,임포르 산 물품에 부당한 관세를 매겼다고 주장해
news:IMPOR_SANCTIONS_START,Impor Begins Trade Sanctions!,임포르가 무역 제재에 착수하다!
news:IMPOR_SANCTIONS_START,Immediately Restricts All Imports From Arstotzka,모든 아스토츠카 물품에 금수조치를 내려
news:IMPOR_SANCTIONS_END,Impor Sanctions End!,임포르의 무역 제재가 끝나다!
news:IMPOR_SANCTIONS_END,Over So Fast? What Happened?,"단기간의 제재, 무슨 일이 있었나?"
news:SURGERY_SETUP,Breakthrough Spinal Surgery Perfected,획기적인 척추 수술법 개발
news:SURGERY_SETUP,Only Possible With Arstotzkan Expertise,아스토츠카 의료진의 전문 지식으로만 가능해
news:VIRUS_PRIMER,Polio Resurfaces In United Fed,연합 연방국에서 소아마비가 다시 고개를 들다
news:VIRUS_PRIMER,Isolated Diagnosis Or Something More?,격리 수용 외에도 조치가 필요한가?
news:VIRUS_BAN_UNITED_FED,Full-blown Epidemic Threatens United Fed!,전염병이 연합 연방국에 창궐하다!
news:VIRUS_BAN_UNITED_FED,"Previously Under Control, Polio Back With Vengeance","사태를 추스르기도 전에, 소아마비가 돌아와"
news:VIRUS_REQUIRE_CERT,Ministry of Health Acts To Protect Citizens,보건성에서 비상 대책을 마련하다
news:VIRUS_REQUIRE_CERT,"New Policy, Safeguards At Borders","새로운 정책, 국경에서부터 활성화"
news:SERIAL_KILLER,Serial Child Killer Escapes United Fed Prison!,"연쇄 아동 살해범, 연합 연방국 감옥에서 탈출!"
news:SERIAL_KILLER,Simon Wens: An Arstotzkan Native - Returning Home?,"아스토츠카 출신 Simon Wens, 고향으로 가는가?"
news:SERIAL_KILLER_MURDERED,Bloody Scene In Gennistora!,제니스토라에서의 유혈극!
news:SERIAL_KILLER_MURDERED,Simon Wens Found Dead In Confusing Mess,"Simon Wens, 난장판에서 죽은채로 발견"
news:EZIC_ATTACK0,Grestin Metro Halted,그레스틴 지하철이 멈추다
news:EZIC_ATTACK0,"Tunnel Cave-in, Hints At Sabotage",터널 내부에서 테러 흔적이 발견
news:EZIC_ATTACK1_GIFT,Gov't Headquarters In Paradizna Evacuated!,"정부 고위 인사, 파르디즈나에서 대피하다!"
news:EZIC_ATTACK1_GIFT,"Strange Gas Detected - Staff Safe, Records Missing","수상한 기체가 감지, 직원들은 안전하나 기록은 소실"
news:EZIC_ATTACK1_NOGIFT,Head Minister Of Finance Missing!,경제성 수장이 사라지다!
news:EZIC_ATTACK1_NOGIFT,"Markets React With Fast Selling, Instability","급 매도세로 돌아선 시장, 불안정해"
news:POISONING,Mysterious Poison Hospitalizes Several!,"의문의 중독 사건, 몇몇이 입원하다"
news:POISONING,Unnamed Immigrant Smuggles Deadly Agent,신원불명의 이주민이 독극물을 밀반입해
news:MARKED_DIPLOMAT,Top-Level Talks Called,고위급 회담이 소집되다
news:MARKED_DIPLOMAT,Grestin Territory Remains Dividing Issue,그레스틴 영토의 분할 문제가 남아
news:DIPLOMAT_SWAPPED,Kolechians Are Crazy,미쳐가는 콜레치아 국민들
news:DIPLOMAT_SWAPPED,Bizarre Behavior From Top Negotiator Spoils Talks,고위 협상가가 괴상한 행동으로 회담을 망쳐
news:DIPLOMAT_ORIGINAL,A Tentative Understanding,잠정적인 협정 상태
news:DIPLOMAT_ORIGINAL,Kolechian Talks Establish Common Ground,콜레치아는 갈등 해소를 원한다
news:TALKS_BREAK_DOWN,Roadblock To Kolechian Resolution,콜레치아와의 협정에 남은 장애물
news:TALKS_BREAK_DOWN,Contested City Drives Wedge,각각의 도시마다 이견을 보여
news:BORDER_CLOSING,Grestin Checkpoint Future Uncertain,그레스틴 검문소의 미래가 불투명해지다
news:BORDER_CLOSING,"Too Open, Too Soon?","너무 일찍, 너무 오래 개방했나?"
text:language_code,en,KR
text:language_name,ENGLISH,한국어
text:language_author,Author,"산아라, 고블린, Swendel"
text:wrap_hyphen,-,-
text:created_by,created by Lucas Pope,제작 : 루카스 포프
text:papers_please,"Papers, please.",서류 제출하십시오.
text:protocol_violated,Protocol Violated.,규약 위반.
text:unauth_confiscation,Unauthorized passport confiscation,여권 무단 압수
text:missing_reason,Denial reason not given,불가 사유를 찍지 않음
text:citation_warning,WARNING ISSUED - NO PENALTY,경고 발급 - 벌금 없음
text:citation_lastwarning,LAST WARNING - NO PENALTY,마지막 경고 - 벌금 없음
text:citation_penalty,PENALTY ASSESSED - $0 CREDITS,벌금 부과 - $0 현금
text:border_next,NEXT!,다음!
text:border_bomber,FOR KOLECHIA!,콜레치아를 위하여!
text:border_comeback,COME BACK AT 6AM TOMORROW,내일 아침 6시에 다시 오십시오.
text:border_announce0,ENTRY IS NOT GUARANTEED,입국이 불허될 수도 있습니다.
text:border_announce1,HAVE YOUR DOCUMENTS READY,서류를 챙기십시오.
text:border_announce2,ARSTOTZKA WELCOMES YOU,아스토츠카는 당신을 환영합니다.
text:border_guardout,OUT!,나와!
text:border_elisa,ELISA!,ELISA!
text:family_son_budget,SON,아들
text:family_wife_budget,WIFE,아내
text:family_niece_budget,NIECE,조카딸
text:family_uncle_budget,UNCLE,삼촌
text:family_mil_budget,MIL,장모
text:family_son_status,Son,아들
text:family_wife_status,Wife,아내
text:family_niece_status,Niece,조카딸
text:family_uncle_status,Uncle,삼촌
text:family_mil_status,Mother-in-law,장모
text:family_son_message,son,아들
text:family_wife_message,wife,아내
text:family_niece_message,niece,조카딸
text:family_uncle_message,uncle,삼촌
text:family_mil_message,mother-in-law,장모
text:night_endof,END OF,엔딩
text:night_day,DAY $0,$0 일
text:family_verysick_1,Your $0 will die without medicine.,$0에게 약을 사주지 않으면 죽고 말겁니다.
text:family_verysick_many,Very sick family members will die without medicine.,아픈 가족들에게 약을 사주지 않으면 죽고 말겁니다.
text:family_sick_1,Your $0 is sick and needs medicine.,병에 걸린 $0에게 약을 제공하십시오.
text:family_sick_many,Your family needs medicine.,병에 걸린 가족들에게 약을 제공하십시오.
text:family_died_1,Your $0 has died.,$0(이)가 죽었습니다.
text:family_died_2,Your $0 and $1 have died.,"$0, $1이(가) 죽었습니다."
text:family_died_3,"Your $0, $1, and $2 have died.","$0, $1, $2 이(가) 죽었습니다."
text:family_died_4,"Your $0, $1, $2, and $3 have died.","$0, $1, $2, $3이(가) 죽었습니다."
text:family_died_5,"Your $0, $1, $2, $3, and $4 have died.","$0, $1, $2, $3, $4이(가) 죽었습니다."
text:family_escape_with_0,You leave behind everything.,가족을 남겨두고 고국을 떠났습니다.
text:family_escape_with_1,You gather your $0 to leave for Obristan.,$0을(를) 오브리스탄으로 보냈습니다.
text:family_escape_with_2,You gather your $0 and $1 to leave for Obristan.,"$0, $1을(를) 오브리스탄으로 보냈습니다."
text:family_escape_with_3,"You gather your $0, $1, and $2 to leave for Obristan.","$0, $1, $2을(를) 오브리스탄으로 보냈습니다."
text:family_escape_with_4,"You gather your $0, $1, $2, and $3 to leave for Obristan.","$0, $1, $2, $3을(를) 오브리스탄으로 보냈습니다."
text:family_escape_with_5,"You gather your $0, $1, $2, $3, and $4 to leave for Obristan.","$0, $1, $2, $3, $4을(를) 오브리스탄으로 보냈습니다."
text:family_escape_without_1,Your $0 prepares to return to Nirsk.,$0이(가) 니르스크로 돌아갈 준비를 합니다.
text:family_escape_without_2,Your $0 and $1 prepare to return to Nirsk.,"$0, $1이(가) 니르스크로 돌아갈 준비를 합니다."
text:family_escape_without_3,"Your $0, $1, and $2 prepare to return to Nirsk.","$0, $1, $2이(가) 니르스크로 돌아갈 준비를 합니다."
text:family_escape_without_4,"Your $0, $1, $2, and $3 prepare to return to Nirsk.","$0, $1, $2, $3이(가) 니르스크로 돌아갈 준비를 합니다."
text:family_escape_without_5,"Your $0, $1, $2, $3, and $4 prepare to return to Nirsk.","$0, $1, $2, $3, $4이(가) 니르스크로 돌아갈 준비를 합니다."
text:family_flee_final_0,Obristan Above All,모두 오브리스탄에 있습니다
text:family_flee_final_1,The safety of your $0 is unknown.,$0이(가) 안전한지 알 수 없습니다.
text:family_flee_final_2,The safety of your $0 and $1 is unknown.,"$0, $1이(가) 안전한지 알 수 없습니다."
text:family_flee_final_3,"The safety of your $0, $1, and $2 is unknown.","$0, $1, $2이(가) 안전한지 알 수 없습니다."
text:family_flee_final_4,"The safety of your $0, $1, $2, and $3 is unknown.","$0, $1, $2, $3이(가) 안전한지 알 수 없습니다."
text:family_flee_final_5,"The safety of your $0, $1, $2, $3, and $4 is unknown.","$0, $1, $2, $3, $4이(가) 안전한지 알 수 없습니다."
text:budget_savings,SAVINGS,저축금
text:budget_salary,SALARY ($0),봉급 ($0)
text:budget_penalties,PENALTIES ($0),벌금 ($0)
text:budget_bribes,BRIBES,뇌물
text:budget_rent,RENT,집세
text:budget_food,FOOD,식비
text:budget_heat,HEAT,난방비
text:budget_medicine,MEDICINE ($0),의료비 ($0)
text:budget_sleep,SLEEP,수면
text:budget_escape,ESCAPE,탈출
text:menu_back,BACK,뒤로
text:confirm_ok,OKAY,확인
text:confirm_cancel,CANCEL,취소
text:menu_mainmenu,MAIN MENU,메인 메뉴
text:menu_resume,RESUME,돌아가기
text:menu_quit,QUIT,나가기
text:menu_done,DONE,완료
text:menu_story,STORY,이야기 모드
text:menu_endless,ENDLESS,무한 모드
text:menu_play,PLAY,시작하기
text:menu_fullscreen,Fullscreen,전체 화면
text:menu_nudity,Nudity,알몸 노출
text:menu_easy,Easy Mode,쉬운 모드
text:menu_music,Music,배경 음악
text:menu_sound,Sound,음향
text:menu_dateformat,Date Format,날짜 형식
text:menu_language,Language,언어
text:menu_easytip,+ 20 credits per day,일당 + 20 현금
text:menu_stats,STATS,통계
text:menu_next,NEXT,다음
text:menu_walktowork,WALK TO WORK,일하러 가기
text:menu_paused,PAUSED,일시정지
text:menu_settings,SETTINGS,설정
text:menu_credits,CREDITS,개발진
text:menu_checkforupdates,CHECK FOR UPDATES,업데이트 갱신
text:stats_text,"Played for $time
$processed travelers processed
$approved approved
$denied denied
$detained detained
$citations citations earned
$stamps stamps applied
Ending $endnum of $endtotal","$time 동안 플레이
$processed 명의 여행객 처리
$approved 명 승인
$denied 명 불허
$detained 명 구금
$citations 회 경고
$stamps 회 도장 발급
결말 $endtotal 개 중 $endnum 번째"
text:steam_noinit,"STEAM CONNECTION FAILED

If this problem persists, re-install the Steam client.","스팀 연결 실패

문제가 계속되면, 스팀 클라이언트를 재설치하십시오."
text:steam_restartfailed,"STEAM RESTART FAILED

If this problem persists, re-install the Steam client.","스팀 연결 실패

문제가 계속되면, 스팀 클라이언트를 재설치하십시오."
text:steam_noconnect,"STEAM CONNECTION FAILED

The game will attempt to restart through the Steam client.","스팀 연결 실패

문제가 계속되면, 스팀 클라이언트를 재설치하십시오."
text:steam_restart,RESTART,다시 시작
text:load_title,Select day to continue or start a new game,"날짜를 눌러 계속하거나, 새 게임을 시작하세요"
text:load_confirm_delete_single,"Delete this day $0 save?

There is no undo.","$0 일째 저장을 삭제합니까?

되돌릴 수 없습니다."
text:load_confirm_delete_multi,"Delete this save branch from day $0 to day $1?

There is no undo.","$0 일째 에서 $1 일째 저장 가지를 삭제합니까?

되돌릴 수 없습니다."
text:load_delete,DELETE,삭제
text:load_confirm_full,"Save tracks full.

Continue from a right-most save or delete a save branch to free up a track.","저장 목록이 가득 찼습니다.

최근 저장부터 계속하거나, 저장 사항을 삭제하여 목록을 비우십시오."
text:load_summary,"Day $day
""$news""

$savings credits, $family family members,
$tokens tokens, apartment $apt","$day 일째
""$news""

$savings 현금, $family 가족 구성원,
$tokens 주화, 연립주택 등급 $apt"
text:load_continue,CONTINUE,계속하기
text:emotion_happy,HAPPY,행복함
text:emotion_ok,OK,좋음
text:emotion_sad,SAD,슬픔
text:emotion_cold,COLD,추움
text:emotion_sick,SICK,아픔
text:emotion_verysick,VERY SICK,위독
text:emotion_dead,DEAD,사망
text:emotion_hungry,HUNGRY,굶주림
text:load_latest,LATEST,최근
text:entry_approved,ENTRY GRANTED,입국 허가
text:entry_denied,ENTRY DENIED,입국 불허
text:stamp_approved,APPROVED,허가
text:stamp_denied,DENIED,불허
text:stamp_reason,REASON,사유
text:booth_dragdocs,DRAG DOCUMENTS HERE,문서를 이곳에 끌어놓으세요
text:booth_highlight,HIGHLIGHT DISCREPANCIES,불일치 강조
text:booth_discrepancy,"DISCREPANCY
DETECTED","불일치
발견"
text:booth_interrogate,INTERROGATE,취조
text:booth_matching,"MATCHING
DATA","데이터
일치"
text:booth_nocorrelation,"NO
CORRELATION","관련
없음"
text:booth_cleared,"DISCREPANCY
CLEARED","불일치
없음"
text:env_clearforentry,Applicant clear for entry,입국에 문제없는 신청자
text:env_lettermale,M,남
text:env_letterfemale,F,여
text:env_noalias,No known alias,가명 조회 불가
text:env_typochars,"aeiou,iuy,pgq,lj,ck,bh","aeiou,iuy,pgq,lj,ck,bh"
text:endless_complete,"$style
$course

$time
$score Points","$style
$course

$time
$score 점"
text:endless_ranked,Ranked #$0,순위 #$0
text:endless_unlock,Complete story mode with your job intact to unlock endless mode,당신의 직업을 온전히 가진채로 이야기 모드를 완료해 무한 모드를 열어보세요
text:endless_wrongcode,S O R R Y,S O R R Y
text:date_verbose,"$month $day, $year",$year년 $month월 $day일
text:month_1,January,1
text:month_2,February,2
text:month_3,March,3
text:month_4,April,4
text:month_5,May,5
text:month_6,June,6
text:month_7,July,7
text:month_8,August,8
text:month_9,September,9
text:month_10,October,10
text:month_11,November,11
text:month_12,December,12
text:day_1,1st,1
text:day_2,2nd,2
text:day_3,3rd,3
text:day_4,4th,4
text:day_5,5th,5
text:day_6,6th,6
text:day_7,7th,7
